,PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Cabin,Embarked,data,Family
1234,1235,-1.0,1,0,58.0,0,1,512.3292,1,0,test,1
1235,1236,-1.0,3,1,29.881137667304014,1,1,14.5,8,2,test,2
1236,1237,-1.0,3,0,16.0,0,0,7.65,8,2,test,0
1237,1238,-1.0,2,1,26.0,0,0,13.0,8,2,test,0
1238,1239,-1.0,3,0,38.0,0,0,7.2292,8,0,test,0
1239,1240,-1.0,2,1,24.0,0,0,13.5,8,2,test,0
1240,1241,-1.0,2,0,31.0,0,0,21.0,8,2,test,0
1241,1242,-1.0,1,0,45.0,0,1,63.3583,3,0,test,1
1242,1243,-1.0,2,1,25.0,0,0,10.5,8,2,test,0
1243,1244,-1.0,2,1,18.0,0,0,73.5,8,2,test,0
1244,1245,-1.0,2,1,49.0,1,2,65.0,8,2,test,3
1245,1246,-1.0,3,0,0.17,1,2,20.575,8,2,test,3
1246,1247,-1.0,1,1,50.0,0,0,26.0,4,2,test,0
1247,1248,-1.0,1,0,59.0,2,0,51.4792,2,2,test,2
1248,1249,-1.0,3,1,29.881137667304014,0,0,7.8792,8,2,test,0
1249,1250,-1.0,3,1,29.881137667304014,0,0,7.75,8,1,test,0
1250,1251,-1.0,3,0,30.0,1,0,15.55,8,2,test,1
1251,1252,-1.0,3,1,14.5,8,2,69.55,8,2,test,10
1252,1253,-1.0,2,0,24.0,1,1,37.0042,8,0,test,2
1253,1254,-1.0,2,0,31.0,0,0,21.0,8,2,test,0
1254,1255,-1.0,3,1,27.0,0,0,8.6625,8,2,test,0
1255,1256,-1.0,1,0,25.0,1,0,55.4417,4,0,test,1
1256,1257,-1.0,3,0,29.881137667304014,1,9,69.55,8,2,test,10
1257,1258,-1.0,3,1,29.881137667304014,1,0,14.4583,8,0,test,1
1258,1259,-1.0,3,0,22.0,0,0,39.6875,8,2,test,0
1259,1260,-1.0,1,0,45.0,0,1,59.4,8,0,test,1
1260,1261,-1.0,2,1,29.0,0,0,13.8583,8,0,test,0
1261,1262,-1.0,2,1,21.0,1,0,11.5,8,2,test,1
1262,1263,-1.0,1,0,31.0,0,0,134.5,4,0,test,0
1263,1264,-1.0,1,1,49.0,0,0,0.0,1,2,test,0
1264,1265,-1.0,2,1,44.0,0,0,13.0,8,2,test,0
1265,1266,-1.0,1,0,54.0,1,1,81.8583,0,2,test,2
1266,1267,-1.0,1,0,45.0,0,0,262.375,8,0,test,0
1267,1268,-1.0,3,0,22.0,2,0,8.6625,8,2,test,2
1268,1269,-1.0,2,1,21.0,0,0,11.5,8,2,test,0
1269,1270,-1.0,1,1,55.0,0,0,50.0,2,2,test,0
1270,1271,-1.0,3,1,5.0,4,2,31.3875,8,2,test,6
1271,1272,-1.0,3,1,29.881137667304014,0,0,7.75,8,1,test,0
1272,1273,-1.0,3,1,26.0,0,0,7.8792,8,1,test,0
1273,1274,-1.0,3,0,29.881137667304014,0,0,14.5,8,2,test,0
1274,1275,-1.0,3,0,19.0,1,0,16.1,8,2,test,1
1275,1276,-1.0,2,1,29.881137667304014,0,0,12.875,8,2,test,0
1276,1277,-1.0,2,0,24.0,1,2,65.0,8,2,test,3
1277,1278,-1.0,3,1,24.0,0,0,7.775,8,2,test,0
1278,1279,-1.0,2,1,57.0,0,0,13.0,8,2,test,0
1279,1280,-1.0,3,1,21.0,0,0,7.75,8,1,test,0
1280,1281,-1.0,3,1,6.0,3,1,21.075,8,2,test,4
1281,1282,-1.0,1,1,23.0,0,0,93.5,1,2,test,0
1282,1283,-1.0,1,0,51.0,0,1,39.4,3,2,test,1
1283,1284,-1.0,3,1,13.0,0,2,20.25,8,2,test,2
1284,1285,-1.0,2,1,47.0,0,0,10.5,8,2,test,0
1285,1286,-1.0,3,1,29.0,3,1,22.025,8,2,test,4
1286,1287,-1.0,1,0,18.0,1,0,60.0,2,2,test,1
1287,1288,-1.0,3,1,24.0,0,0,7.25,8,1,test,0
1288,1289,-1.0,1,0,48.0,1,1,79.2,1,0,test,2
1289,1290,-1.0,3,1,22.0,0,0,7.775,8,2,test,0
1290,1291,-1.0,3,1,31.0,0,0,7.7333,8,1,test,0
1291,1292,-1.0,1,0,30.0,0,0,164.8667,2,2,test,0
1292,1293,-1.0,2,1,38.0,1,0,21.0,8,2,test,1
1293,1294,-1.0,1,0,22.0,0,1,59.4,8,0,test,1
1294,1295,-1.0,1,1,17.0,0,0,47.1,8,2,test,0
1295,1296,-1.0,1,1,43.0,1,0,27.7208,3,0,test,1
1296,1297,-1.0,2,1,20.0,0,0,13.8625,3,0,test,0
1297,1298,-1.0,2,1,23.0,1,0,10.5,8,2,test,1
1298,1299,-1.0,1,1,50.0,1,1,211.5,2,0,test,2
1299,1300,-1.0,3,0,29.881137667304014,0,0,7.7208,8,1,test,0
1300,1301,-1.0,3,0,3.0,1,1,13.775,8,2,test,2
1301,1302,-1.0,3,0,29.881137667304014,0,0,7.75,8,1,test,0
1302,1303,-1.0,1,0,37.0,1,0,90.0,2,1,test,1
1303,1304,-1.0,3,0,28.0,0,0,7.775,8,2,test,0
1304,1305,-1.0,3,1,29.881137667304014,0,0,8.05,8,2,test,0
1305,1306,-1.0,1,0,39.0,0,0,108.9,2,0,test,0
1306,1307,-1.0,3,1,38.5,0,0,7.25,8,2,test,0
1307,1308,-1.0,3,1,29.881137667304014,0,0,8.05,8,2,test,0
1308,1309,-1.0,3,1,29.881137667304014,1,1,22.3583,8,0,test,2
